student_id,name,age,gender,attendance,internal_marks,assignment_marks,quiz_marks,study_hours_per_day,previous_semester_marks,participation,internet_access,parent_education,final_exam_marks
STU1508,Student_509,18,Female,93.2,27.5,29.8,18.3,1.9,65.3,High,Yes,High School,37.4
STU1509,Student_510,17,Female,81.5,45.9,31.9,30.7,2.0,90.4,Low,Yes,High School,51.2
STU1510,Student_511,21,Male,64.1,41.7,26.9,34.2,4.7,67.3,Medium,No,Graduate,63.9
STU1511,Student_512,21,Female,62.0,31.2,18.0,54.3,3.1,60.6,Low,Yes,Post Graduate,57.2
STU1512,Student_513,22,Male,59.4,39.6,60.4,34.0,5.3,55.7,High,Yes,Graduate,65.7
STU1513,Student_514,21,Female,85.9,30.1,30.5,47.4,2.2,78.5,High,Yes,Post Graduate,59.6
STU1514,Student_515,18,Female,92.3,31.2,6.9,16.8,3.1,52.6,High,Yes,Doctorate,46.1
STU1515,Student_516,22,Male,100.0,43.7,51.9,26.1,1.8,92.7,High,Yes,High School,61.7
STU1516,Student_517,17,Female,88.1,35.2,47.0,34.8,3.2,94.0,Low,Yes,High School,69.3
STU1517,Student_518,19,Female,92.0,38.5,19.0,17.1,1.0,68.9,Medium,No,Graduate,42.8
STU1518,Student_519,18,Female,71.0,26.4,19.6,27.0,2.5,64.8,Low,Yes,Graduate,45.2
STU1519,Student_520,18,Female,64.1,35.9,37.4,21.8,1.0,80.5,Low,Yes,Graduate,44.1
STU1520,Student_521,22,Female,88.2,54.5,36.5,33.8,4.2,81.4,Low,No,Post Graduate,68.1
STU1521,Student_522,17,Male,83.0,41.5,10.0,43.5,4.3,52.9,Medium,No,Post Graduate,50.2
STU1522,Student_523,20,Female,79.3,24.9,39.4,30.5,0.6,57.1,Low,No,Graduate,40.3
STU1523,Student_524,18,Male,82.6,30.8,24.5,42.9,5.2,45.2,Low,No,High School,36.1
STU1524,Student_525,20,Female,81.9,56.7,57.1,53.6,6.9,71.1,Low,Yes,Post Graduate,64.0
STU1525,Student_526,20,Male,93.4,45.3,47.3,36.5,3.3,75.0,Low,Yes,Doctorate,63.4
STU1526,Student_527,21,Male,93.5,19.6,11.2,17.8,2.2,44.8,High,Yes,Post Graduate,37.3
STU1527,Student_528,17,Female,84.5,39.1,49.2,38.5,7.4,58.2,High,Yes,High School,79.4
STU1528,Student_529,20,Female,88.1,4.9,12.2,21.5,1.2,44.8,High,Yes,Graduate,26.1
STU1529,Student_530,17,Female,84.2,31.4,7.4,17.7,3.2,51.5,Medium,Yes,High School,37.9
STU1530,Student_531,21,Male,72.5,39.2,30.2,27.0,3.5,73.3,Low,Yes,High School,51.1
STU1531,Student_532,17,Female,87.1,46.3,35.9,47.4,5.2,54.0,High,Yes,High School,60.2
STU1532,Student_533,18,Male,61.3,38.2,25.8,50.1,3.7,60.5,Medium,Yes,Graduate,48.1
STU1533,Student_534,20,Male,90.6,34.4,17.4,25.7,2.5,40.6,Low,Yes,Graduate,35.8
STU1534,Student_535,17,Male,63.7,26.9,39.7,37.5,1.8,67.8,Low,Yes,High School,39.9
STU1535,Student_536,19,Female,81.4,42.9,30.3,27.9,2.7,64.3,Low,Yes,Graduate,49.2
STU1536,Student_537,17,Female,67.9,22.5,14.8,11.0,1.7,54.1,Low,No,Graduate,45.8
STU1537,Student_538,20,Male,,,,37.4,,62.2,Medium,Yes,Graduate,57.4
STU1538,Student_539,21,Male,77.6,22.6,31.7,35.0,2.4,67.7,Medium,Yes,High School,56.1
STU1539,Student_540,21,Female,58.9,26.0,0.0,20.5,1.0,52.8,Low,Yes,Graduate,36.4
STU1540,Student_541,20,Male,83.0,16.6,32.0,31.1,5.1,42.9,Low,No,Post Graduate,52.7
STU1541,Student_542,18,Female,71.1,42.2,42.4,46.3,2.5,92.1,High,Yes,High School,48.1
STU1542,Student_543,18,Male,88.6,29.6,22.9,13.0,1.3,55.5,Low,Yes,High School,36.8
STU1543,Student_544,21,Female,78.0,29.9,38.4,23.7,2.9,63.5,Medium,Yes,Graduate,59.6
STU1544,Student_545,21,Male,82.7,33.6,29.6,28.2,3.3,80.2,High,Yes,Doctorate,59.9
STU1545,Student_546,20,Female,66.5,48.6,39.9,33.2,0.6,100.0,Low,No,Graduate,66.1
STU1546,Student_547,18,Male,70.9,28.8,9.8,18.9,3.7,46.3,Low,Yes,Graduate,49.0
STU1547,Student_548,21,Female,72.5,29.6,33.2,21.8,1.6,71.7,Medium,Yes,Graduate,46.7
STU1548,Student_549,18,Female,88.3,39.5,53.1,33.2,5.8,54.4,Medium,No,Graduate,56.9
STU1549,Student_550,21,Male,98.1,55.9,20.0,30.7,4.0,56.9,Medium,No,High School,47.7
STU1550,Student_551,17,Male,68.3,38.7,17.9,13.3,2.6,54.2,High,Yes,Graduate,44.2
STU1551,Student_552,19,Female,90.9,34.8,15.0,23.6,2.1,48.1,Low,No,Post Graduate,34.7
STU1552,Student_553,22,Male,52.0,38.2,31.3,42.5,3.0,64.4,Medium,Yes,Graduate,55.6
STU1553,Student_554,17,Female,63.7,30.8,14.6,30.5,4.1,42.9,Medium,Yes,Post Graduate,38.5
STU1554,Student_555,22,Male,66.5,22.1,39.9,50.4,3.2,79.2,Low,Yes,Post Graduate,60.4
STU1555,Student_556,21,Female,61.8,29.6,38.7,43.3,2.9,65.8,Medium,Yes,High School,55.4
STU1556,Student_557,19,Female,59.0,34.6,38.5,41.6,3.3,71.3,Low,Yes,Post Graduate,45.3
STU1557,Student_558,19,Female,83.0,15.1,8.4,27.3,2.3,58.0,Medium,No,High School,48.1
STU1558,Student_559,21,Female,75.4,22.6,37.5,28.9,2.7,59.5,Low,No,Graduate,47.4
STU1559,Student_560,21,Female,82.6,12.2,33.9,28.1,0.1,69.3,Medium,Yes,High School,47.0
STU1560,Student_561,18,Female,86.3,32.8,36.7,29.5,4.7,47.5,Medium,No,High School,44.8
STU1561,Student_562,21,Male,81.2,41.2,33.6,15.3,3.6,59.6,High,Yes,Graduate,59.5
STU1562,Student_563,20,Male,85.9,35.7,25.4,28.1,2.0,52.1,Low,Yes,High School,49.5
STU1563,Student_564,21,Male,77.2,42.0,43.4,29.3,6.0,51.6,Medium,Yes,Graduate,58.3
STU1564,Student_565,20,Female,63.8,15.6,39.2,14.6,3.3,33.4,Medium,Yes,Graduate,51.5
STU1565,Student_566,21,Female,90.7,23.4,24.3,31.9,1.6,85.1,Medium,No,High School,49.9
STU1566,Student_567,18,Female,70.9,21.3,41.2,33.6,4.5,54.7,Medium,No,High School,55.1
STU1567,Student_568,20,Female,66.8,34.2,37.5,27.2,3.8,82.5,Medium,Yes,Graduate,60.2
STU1568,Student_569,17,Male,75.9,36.7,36.6,41.0,3.8,81.0,High,Yes,High School,65.9
STU1569,Student_570,20,Male,67.0,24.8,7.1,32.8,2.6,45.7,High,Yes,Post Graduate,36.2
STU1570,Student_571,18,Female,73.0,23.1,23.9,20.1,3.9,48.7,Medium,Yes,Graduate,47.7
STU1571,Student_572,22,Male,82.1,51.1,32.0,52.7,2.8,100.0,Medium,No,Post Graduate,64.3
STU1572,Student_573,20,Male,82.2,46.7,37.3,29.3,4.0,91.3,High,Yes,Graduate,63.3
STU1573,Student_574,21,Female,67.2,26.8,12.3,39.6,0.3,64.5,High,Yes,Graduate,57.1
STU1574,Student_575,21,Male,72.1,44.2,25.9,27.0,2.5,68.9,High,Yes,Graduate,54.9
STU1575,Student_576,22,Female,90.9,30.2,29.9,41.2,5.8,55.5,Medium,Yes,High School,50.3
STU1576,Student_577,18,Male,84.0,37.9,31.0,12.4,2.0,71.5,Low,Yes,High School,44.2
STU1577,Student_578,19,Female,100.0,28.5,8.6,24.9,2.3,54.2,Medium,Yes,Post Graduate,40.1
STU1578,Student_579,21,Female,92.2,18.6,3.9,22.4,2.5,34.5,Medium,Yes,Graduate,46.1
STU1579,Student_580,17,Female,91.7,29.4,22.9,18.4,1.4,45.2,Medium,Yes,Post Graduate,40.2
STU1580,Student_581,18,Female,61.3,33.2,14.9,14.5,0.0,65.3,Medium,No,Post Graduate,43.7
STU1581,Student_582,20,Male,87.2,20.3,34.8,17.5,2.9,48.0,High,Yes,Post Graduate,58.6
STU1582,Student_583,20,Female,77.4,34.3,33.2,43.0,3.4,64.0,Medium,Yes,Post Graduate,54.8
STU1583,Student_584,17,Female,71.4,31.1,30.9,27.3,3.1,48.9,High,No,Graduate,51.7
STU1584,Student_585,21,Female,80.0,28.1,40.3,41.9,3.0,53.3,Medium,Yes,High School,44.1
STU1585,Student_586,18,Male,89.3,45.7,32.4,31.8,3.3,77.8,Medium,No,Graduate,73.4
STU1586,Student_587,17,Female,84.0,43.8,30.1,35.5,4.7,68.7,Medium,Yes,Graduate,66.2
STU1587,Student_588,21,Male,67.5,49.3,38.7,38.4,2.9,64.9,High,Yes,Graduate,59.0
STU1588,Student_589,18,Female,86.9,25.9,38.2,18.1,2.3,78.2,Low,Yes,Post Graduate,47.8
STU1589,Student_590,20,Male,70.3,36.3,30.4,21.9,2.8,72.2,Low,Yes,Graduate,49.1
STU1590,Student_591,18,Male,80.6,39.7,54.5,52.3,4.1,86.7,High,Yes,Graduate,69.9
STU1591,Student_592,22,Female,74.4,44.0,31.5,28.1,5.3,58.1,Low,Yes,High School,64.0
STU1592,Student_593,19,Male,75.4,17.4,26.6,10.4,2.3,58.6,Medium,Yes,Graduate,35.5
STU1593,Student_594,18,Female,87.2,30.9,24.4,43.7,3.3,45.5,Medium,Yes,High School,48.9
STU1594,Student_595,19,Female,65.5,29.5,20.4,19.8,3.7,58.6,Medium,Yes,Post Graduate,49.4
STU1595,Student_596,18,Female,100.0,31.0,32.9,32.3,1.7,79.5,Medium,No,High School,51.6
STU1596,Student_597,19,Male,56.1,31.8,51.5,38.8,3.2,84.5,Low,No,High School,52.4
STU1597,Student_598,22,Male,70.8,31.0,34.7,2.5,1.0,79.4,Medium,No,High School,43.0
STU1598,Student_599,20,Female,82.4,25.4,14.9,11.0,0.5,38.1,Medium,Yes,Graduate,40.0
STU1599,Student_600,21,Female,85.0,43.7,36.3,43.6,3.8,81.2,Medium,Yes,Graduate,67.8
STU1600,Student_601,19,Male,76.8,27.8,22.9,24.8,2.6,37.4,Low,Yes,High School,39.5
STU1601,Student_602,22,Female,77.3,55.2,43.7,45.7,3.5,78.5,Medium,Yes,High School,45.6
STU1602,Student_603,19,Female,82.9,35.5,34.9,27.2,3.2,59.5,Low,Yes,Graduate,51.8
STU1603,Student_604,20,Female,75.2,30.8,27.4,35.9,1.7,75.5,Low,Yes,High School,37.5
STU1604,Student_605,19,Male,94.7,31.0,26.7,19.7,3.1,45.0,Low,Yes,Graduate,48.0
STU1605,Student_606,22,Male,88.1,32.9,37.2,17.7,1.4,82.6,Low,Yes,Graduate,59.9
STU1606,Student_607,22,Male,88.5,29.1,18.2,22.4,5.3,43.0,High,Yes,Graduate,46.6
STU1607,Student_608,17,Female,66.4,13.4,23.9,8.1,1.2,55.0,Low,Yes,High School,30.7
STU1608,Student_609,20,Female,77.0,36.1,3.1,35.7,2.9,50.0,High,Yes,Doctorate,48.4
STU1609,Student_610,17,Female,74.4,17.2,22.4,4.4,1.6,38.7,High,No,Graduate,43.2
STU1610,Student_611,20,Male,65.9,40.3,40.1,38.8,4.1,66.4,Medium,Yes,Graduate,58.9
STU1611,Student_612,19,Female,82.3,36.7,46.5,36.0,2.7,92.1,Low,Yes,High School,68.7
STU1612,Student_613,22,Female,71.5,50.7,37.0,38.7,2.4,100.0,Medium,Yes,Graduate,67.9
STU1613,Student_614,17,Female,85.9,34.0,37.6,50.2,4.5,66.5,High,Yes,High School,63.6
STU1614,Student_615,19,Female,65.2,41.2,50.9,33.4,3.2,81.8,Medium,Yes,Graduate,61.7
STU1615,Student_616,22,Male,98.6,46.4,48.1,42.1,4.0,68.5,Low,Yes,Doctorate,69.7
STU1616,Student_617,20,Male,67.2,40.4,29.3,28.9,1.7,72.5,Medium,Yes,Graduate,41.6
STU1617,Student_618,22,Female,80.6,27.1,25.1,21.0,1.1,59.9,High,Yes,High School,46.1
STU1618,Student_619,19,Male,87.5,23.2,43.4,54.7,3.4,67.9,High,Yes,High School,59.5
STU1619,Student_620,17,Male,71.2,61.3,17.3,19.8,2.7,73.1,Low,Yes,Graduate,57.0
STU1620,Student_621,17,Female,88.2,48.8,26.7,44.9,4.1,56.3,Medium,No,High School,53.5
STU1621,Student_622,22,Female,63.2,40.6,43.4,37.4,3.1,63.8,Low,Yes,High School,44.5
STU1622,Student_623,19,Male,95.4,30.1,40.9,28.9,3.5,64.1,Low,Yes,Post Graduate,55.1
STU1623,Student_624,18,Female,78.2,32.5,32.8,41.1,0.8,77.4,High,No,Graduate,47.9
STU1624,Student_625,20,Male,70.8,33.3,17.1,22.1,6.0,49.0,Low,Yes,High School,34.3
STU1625,Student_626,20,Female,74.4,44.8,29.5,26.6,3.0,64.2,Low,Yes,Post Graduate,57.2
STU1626,Student_627,19,Male,87.7,52.2,37.4,34.0,4.2,93.7,Low,Yes,High School,67.2
STU1627,Student_628,18,Female,71.0,32.4,36.9,36.1,1.9,82.5,High,Yes,Doctorate,64.8
STU1628,Student_629,17,Male,69.0,41.4,31.0,30.3,3.7,85.2,High,No,High School,66.9
STU1629,Student_630,21,Male,75.3,38.7,15.6,28.3,1.2,65.4,Medium,Yes,Post Graduate,45.6
STU1630,Student_631,21,Male,63.9,52.4,13.5,34.9,3.9,69.8,High,No,Graduate,48.8
STU1631,Student_632,19,Female,99.8,52.3,47.0,30.5,2.7,80.0,Low,Yes,Post Graduate,63.0
STU1632,Student_633,18,Male,71.2,51.0,34.9,42.8,3.2,88.4,Medium,Yes,Doctorate,65.4
STU1633,Student_634,18,Male,88.0,24.9,24.6,25.1,4.2,35.7,Medium,Yes,High School,38.5
STU1634,Student_635,20,Female,80.5,0.0,19.3,9.4,1.4,45.3,Low,Yes,Doctorate,33.0
STU1635,Student_636,17,Female,66.2,42.8,24.4,59.4,2.2,84.6,Medium,Yes,Graduate,56.6
STU1636,Student_637,22,Male,,,,29.5,,60.8,High,No,Graduate,42.2
STU1637,Student_638,18,Male,87.4,42.0,24.9,21.7,6.3,54.9,Low,Yes,High School,49.8
STU1638,Student_639,22,Female,75.7,27.9,16.4,18.3,3.0,46.2,Low,No,Graduate,31.1
STU1639,Student_640,21,Female,92.3,24.4,33.8,22.0,4.1,56.7,Low,Yes,High School,48.2
STU1640,Student_641,22,Female,90.3,31.1,14.9,32.6,3.0,44.0,Low,No,Graduate,37.4
STU1641,Student_642,17,Female,89.0,61.9,66.5,56.2,6.1,96.4,High,Yes,Graduate,92.7
STU1642,Student_643,17,Female,72.5,33.1,34.4,25.4,0.6,64.7,Medium,Yes,Post Graduate,58.8
STU1643,Student_644,22,Male,65.0,43.1,38.8,29.1,3.3,64.1,Medium,No,Post Graduate,59.0
STU1644,Student_645,19,Female,70.6,36.8,26.6,22.8,0.8,73.8,High,Yes,Graduate,42.6
STU1645,Student_646,18,Male,80.4,28.5,42.9,20.5,0.0,79.4,Low,Yes,High School,54.1
STU1646,Student_647,19,Male,84.5,41.9,34.5,37.4,3.6,79.2,Medium,Yes,High School,69.1
STU1647,Student_648,22,Male,51.9,43.4,36.6,45.4,3.4,81.1,Medium,Yes,High School,58.4
STU1648,Student_649,18,Female,77.9,31.5,28.1,30.9,2.8,55.5,Medium,No,High School,53.4
STU1649,Student_650,20,Male,79.9,41.2,35.7,34.7,3.0,60.5,High,Yes,High School,52.6
STU1650,Student_651,19,Male,74.7,59.1,52.6,58.6,7.8,76.5,High,Yes,High School,67.5
STU1651,Student_652,19,Female,93.5,47.9,22.2,36.3,2.8,57.1,Medium,Yes,Doctorate,53.0
STU1652,Student_653,22,Male,83.1,55.6,27.4,38.1,4.0,64.9,High,Yes,Graduate,73.9
STU1653,Student_654,21,Male,93.7,35.6,36.7,33.3,2.2,71.0,Low,Yes,High School,42.2
STU1654,Student_655,22,Female,75.4,10.8,43.0,48.1,3.6,76.8,Low,Yes,Graduate,53.8
STU1655,Student_656,19,Male,89.2,33.6,16.5,16.7,2.8,38.3,Low,Yes,High School,38.0
STU1656,Student_657,18,Male,97.6,33.8,17.1,25.4,2.6,75.7,Medium,Yes,Graduate,50.9
STU1657,Student_658,21,Male,93.7,35.9,34.2,31.4,5.9,61.5,Medium,Yes,Graduate,57.9
STU1658,Student_659,22,Female,64.9,42.1,45.2,44.3,5.0,75.6,Medium,Yes,Graduate,64.7
STU1659,Student_660,22,Female,75.0,37.3,53.4,19.9,3.4,76.7,High,Yes,Graduate,58.6
STU1660,Student_661,19,Female,73.9,40.5,19.2,30.9,0.0,89.1,Medium,Yes,Doctorate,46.7
STU1661,Student_662,19,Male,83.9,29.7,32.3,35.4,2.7,85.3,Medium,Yes,Post Graduate,61.5
STU1662,Student_663,20,Male,86.2,47.4,44.2,65.0,7.3,85.2,Low,Yes,Graduate,80.8
STU1663,Student_664,22,Female,67.9,46.1,51.2,31.6,2.9,86.7,Low,Yes,Graduate,65.1
STU1664,Student_665,19,Male,,,,38.6,,69.4,Medium,Yes,Graduate,57.9
STU1665,Student_666,17,Male,53.8,47.5,27.4,51.3,5.4,65.5,Medium,Yes,High School,51.4
STU1666,Student_667,21,Female,95.3,35.4,41.7,49.9,3.5,78.1,High,Yes,Graduate,65.2
STU1667,Student_668,17,Female,71.9,28.3,27.3,24.3,1.9,76.0,Low,Yes,High School,54.8
STU1668,Student_669,21,Male,78.7,20.1,8.9,19.8,0.0,60.4,Low,Yes,Graduate,39.2
STU1669,Student_670,22,Male,74.3,43.0,26.5,40.8,4.2,71.1,Medium,Yes,Graduate,63.5
STU1670,Student_671,20,Male,91.8,43.7,44.9,30.7,2.0,64.5,Low,Yes,High School,56.7
STU1671,Student_672,19,Female,43.9,15.0,30.9,27.3,3.5,52.2,Low,No,Doctorate,43.7
STU1672,Student_673,19,Female,77.8,35.9,33.9,42.1,1.3,84.4,Medium,Yes,Post Graduate,59.8
STU1673,Student_674,19,Female,76.7,24.1,27.5,13.9,2.8,65.8,Low,Yes,Post Graduate,50.7
STU1674,Student_675,22,Female,72.6,35.0,44.7,38.1,3.3,95.7,Medium,Yes,Graduate,60.9
STU1675,Student_676,21,Male,98.7,34.8,26.0,30.6,3.6,40.6,Low,Yes,Post Graduate,40.2
STU1676,Student_677,19,Female,67.4,31.5,26.5,27.1,1.5,56.6,Low,Yes,High School,44.6
STU1677,Student_678,17,Female,87.3,44.8,36.6,51.8,5.0,65.5,Medium,No,Post Graduate,71.8
STU1678,Student_679,19,Female,82.3,47.1,43.2,44.6,2.3,82.1,High,Yes,High School,57.2
STU1679,Student_680,22,Female,93.1,26.7,26.8,21.5,0.7,71.0,Medium,Yes,Post Graduate,55.0
STU1680,Student_681,20,Female,70.0,33.4,22.1,44.6,3.0,69.7,High,Yes,High School,65.2
STU1681,Student_682,17,Male,69.2,46.6,19.0,21.2,3.3,48.1,Low,Yes,Post Graduate,46.9
STU1682,Student_683,19,Male,91.2,27.3,5.4,36.3,3.4,47.6,High,Yes,Doctorate,47.6
STU1683,Student_684,19,Female,,,,58.0,,69.8,Low,Yes,High School,66.1
STU1684,Student_685,18,Male,59.5,26.3,31.2,35.5,2.8,44.5,Medium,Yes,Graduate,41.6
STU1685,Student_686,21,Female,71.5,17.0,19.1,30.1,3.0,57.0,Medium,Yes,Doctorate,44.5
STU1686,Student_687,17,Female,82.6,17.1,26.3,24.8,1.5,72.5,High,Yes,Graduate,53.1
STU1687,Student_688,18,Male,88.1,28.7,22.2,18.9,4.4,50.3,Medium,Yes,Post Graduate,41.5
STU1688,Student_689,20,Male,69.8,54.6,55.4,43.5,3.5,89.1,Low,Yes,Graduate,57.3
STU1689,Student_690,21,Female,43.0,47.5,21.5,25.4,2.6,83.4,Low,Yes,Graduate,51.0
STU1690,Student_691,17,Female,84.3,24.8,16.4,6.5,0.3,41.4,High,Yes,High School,35.6
STU1691,Student_692,19,Female,63.4,28.7,30.3,26.2,5.4,51.0,Medium,Yes,High School,51.2
STU1692,Student_693,17,Male,53.8,29.4,22.5,10.7,1.4,30.7,High,Yes,Post Graduate,50.0
STU1693,Student_694,19,Female,44.0,20.5,23.4,24.9,2.3,53.3,Low,Yes,Graduate,38.3
STU1694,Student_695,21,Female,87.8,43.4,18.4,40.2,3.7,76.5,Medium,No,Graduate,61.4
STU1695,Student_696,19,Female,79.5,27.6,21.6,17.8,1.4,58.8,Low,Yes,Graduate,35.0
STU1696,Student_697,20,Male,75.3,30.4,17.9,35.2,1.0,71.9,High,Yes,Graduate,56.2
STU1697,Student_698,22,Female,94.7,27.6,15.6,10.8,0.0,42.2,Medium,Yes,Post Graduate,35.3
STU1698,Student_699,19,Female,85.6,38.1,52.0,33.2,4.3,77.0,High,Yes,Doctorate,70.2
STU1699,Student_700,20,Male,97.4,19.1,8.5,28.6,2.4,56.7,Low,Yes,Graduate,41.4
STU1700,Student_701,22,Female,61.3,49.0,33.8,67.6,7.6,65.2,Medium,Yes,Post Graduate,77.8
STU1701,Student_702,21,Female,77.6,27.3,21.0,28.9,1.7,63.6,Medium,No,Post Graduate,39.1
STU1702,Student_703,21,Male,58.6,50.8,16.7,17.7,1.8,45.9,Medium,Yes,Graduate,29.6
STU1703,Student_704,17,Female,75.2,31.7,30.1,10.2,2.4,47.7,High,Yes,Doctorate,48.3
STU1704,Student_705,20,Male,75.0,39.3,35.1,36.3,3.6,79.5,High,Yes,High School,64.0
STU1705,Student_706,20,Male,85.5,27.5,35.3,33.4,2.5,71.0,High,No,High School,54.0
STU1706,Student_707,18,Female,78.5,29.6,32.3,37.2,4.1,80.8,Medium,Yes,Post Graduate,69.0
STU1707,Student_708,18,Female,85.5,24.9,31.0,12.8,1.7,69.9,Low,No,Graduate,45.6
STU1708,Student_709,22,Female,86.4,31.1,34.0,16.9,1.1,67.1,Low,Yes,Post Graduate,44.1
STU1709,Student_710,22,Female,100.0,28.6,7.6,26.8,0.5,39.1,High,No,Post Graduate,27.7
STU1710,Student_711,18,Male,74.2,33.3,29.1,31.2,0.0,60.9,Low,Yes,High School,38.9
STU1711,Student_712,22,Female,66.7,34.9,29.1,21.0,2.4,64.6,Medium,No,Post Graduate,55.3
STU1712,Student_713,19,Male,81.0,43.2,50.2,45.1,2.7,94.3,Medium,Yes,Graduate,64.7
STU1713,Student_714,18,Female,68.4,39.2,30.1,21.2,2.3,75.3,Medium,No,Graduate,51.0
STU1714,Student_715,20,Female,95.8,46.4,47.4,59.4,5.1,88.0,High,Yes,Graduate,79.6
STU1715,Student_716,19,Female,74.6,58.3,38.0,44.4,5.0,74.0,Medium,Yes,Doctorate,63.9
STU1716,Student_717,22,Male,71.2,28.3,24.8,35.6,2.7,54.3,Medium,Yes,High School,49.6
STU1717,Student_718,21,Female,72.3,27.5,27.2,6.6,0.5,66.8,Low,Yes,Graduate,49.3
STU1718,Student_719,17,Female,86.6,16.6,35.1,35.8,2.3,68.5,Medium,Yes,Graduate,50.3
STU1719,Student_720,18,Female,76.1,25.7,11.1,24.4,2.3,50.9,Low,Yes,Post Graduate,34.6
STU1720,Student_721,21,Female,70.3,37.0,40.6,34.2,2.2,59.2,Medium,Yes,Graduate,51.5
STU1721,Student_722,22,Male,98.0,22.8,8.6,35.6,2.2,61.9,High,Yes,High School,35.5
STU1722,Student_723,20,Female,67.7,36.2,29.8,36.1,2.2,89.1,High,No,High School,58.6
STU1723,Student_724,17,Male,78.4,27.7,17.4,15.1,2.6,33.8,Low,Yes,Graduate,38.6
STU1724,Student_725,21,Male,85.8,28.0,38.7,40.7,2.2,83.1,Medium,No,Post Graduate,68.3
STU1725,Student_726,17,Male,58.4,39.3,42.3,28.7,3.5,50.9,High,Yes,High School,50.9
STU1726,Student_727,18,Male,83.8,24.6,6.2,20.3,3.7,44.4,Low,Yes,High School,40.2
STU1727,Student_728,22,Male,65.3,35.4,28.4,23.7,1.8,82.7,Low,Yes,Doctorate,47.5
STU1728,Student_729,20,Male,87.9,36.7,18.1,29.9,5.1,76.0,Low,Yes,High School,52.4
STU1729,Student_730,22,Female,66.4,41.6,33.9,27.3,1.7,83.8,Medium,Yes,Doctorate,49.3
STU1730,Student_731,17,Male,86.3,52.9,31.7,36.2,0.8,77.0,Low,Yes,Graduate,53.1
STU1731,Student_732,21,Male,91.3,56.0,59.0,45.6,3.8,95.9,High,Yes,Post Graduate,77.8
STU1732,Student_733,18,Male,88.3,28.4,31.9,25.3,2.0,73.4,Medium,Yes,High School,52.2
STU1733,Student_734,18,Female,81.0,45.3,41.6,40.9,3.7,62.7,Medium,No,High School,51.9
STU1734,Student_735,22,Female,75.2,25.5,30.4,13.5,0.0,70.1,Low,No,Post Graduate,41.2
STU1735,Student_736,21,Male,71.1,60.4,38.2,47.2,5.3,83.7,Medium,Yes,Post Graduate,70.5
STU1736,Student_737,21,Female,95.7,40.4,15.1,31.2,4.2,53.3,Medium,Yes,Post Graduate,53.3
STU1737,Student_738,17,Male,69.6,1.2,24.3,27.2,0.9,55.2,High,Yes,High School,39.0
STU1738,Student_739,22,Male,65.6,19.1,8.7,7.9,1.0,60.4,High,Yes,Post Graduate,42.2
STU1739,Student_740,22,Female,86.0,38.0,38.9,25.2,5.7,33.4,Medium,Yes,Post Graduate,59.1
STU1740,Student_741,19,Male,68.4,34.4,27.1,13.8,2.1,67.1,High,Yes,Graduate,50.1
STU1741,Student_742,22,Female,66.6,12.2,29.5,16.3,1.9,36.7,High,Yes,Post Graduate,38.8
STU1742,Student_743,18,Female,60.7,21.3,18.2,30.6,0.0,65.8,High,No,Post Graduate,43.0
STU1743,Student_744,17,Male,72.2,24.1,36.7,29.7,2.7,78.0,Low,Yes,Graduate,46.6
STU1744,Student_745,21,Male,77.0,31.1,29.6,24.3,2.9,57.8,Low,Yes,High School,42.1
STU1745,Student_746,22,Female,80.9,66.7,41.9,52.1,4.3,90.2,Low,Yes,Graduate,82.9
STU1746,Student_747,17,Male,89.4,27.0,13.5,26.9,1.1,43.1,Medium,Yes,High School,32.9
STU1747,Student_748,22,Male,84.3,53.4,35.2,27.7,0.9,82.9,Medium,Yes,Graduate,56.4
STU1748,Student_749,21,Male,75.7,48.8,26.8,44.3,3.9,75.1,Medium,No,Graduate,57.2
STU1749,Student_750,20,Female,75.6,38.0,13.4,20.9,4.7,39.3,High,Yes,High School,46.0
STU1750,Student_751,21,Female,84.1,58.2,49.4,45.6,0.8,100.0,High,No,High School,64.9
STU1751,Student_752,21,Male,93.3,43.0,41.7,57.7,4.8,64.0,High,Yes,High School,68.1
STU1752,Student_753,21,Female,79.5,29.1,27.0,33.4,3.3,51.8,Medium,Yes,Post Graduate,41.1
STU1753,Student_754,22,Female,72.4,40.2,44.0,13.6,4.8,43.9,Medium,Yes,Doctorate,60.7
STU1754,Student_755,19,Female,66.1,45.6,26.7,25.9,3.1,61.7,Low,Yes,High School,51.0
STU1755,Student_756,21,Female,60.7,21.4,35.3,24.4,0.0,63.1,Low,No,Doctorate,32.6
STU1756,Student_757,18,Female,86.0,29.8,32.5,28.2,3.0,66.5,Low,No,Graduate,34.7
STU1757,Student_758,18,Male,84.9,39.7,22.9,48.8,4.8,60.5,Medium,Yes,High School,51.0
STU1758,Student_759,17,Male,84.9,42.2,49.3,35.2,1.9,74.5,Medium,Yes,High School,55.6
STU1759,Student_760,19,Male,76.5,37.9,37.1,21.8,2.6,59.2,High,Yes,Graduate,69.5
STU1760,Student_761,17,Female,94.9,11.7,18.6,22.7,2.9,36.0,Low,No,Post Graduate,40.1
STU1761,Student_762,18,Female,72.2,40.4,29.3,10.8,0.0,62.8,Medium,Yes,Post Graduate,35.2
STU1762,Student_763,18,Male,89.5,23.8,20.5,30.0,5.7,29.5,Medium,Yes,High School,40.9
STU1763,Student_764,20,Female,77.5,31.4,37.4,23.3,1.8,70.3,Low,Yes,High School,46.0
